Number of elements: 2224 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_SFC_LD.FBU_LD.YRXBIS_TM,”–X¡»—_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK3_TM,”√ 3_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_8,’065_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YTOK1P,”“Œ 1œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYD1P,”¬¡”ƒ1œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_28,’060_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYP24,”¬¡”œ24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_17,’060_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_30,’057_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_5,’057_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOZP1,”œŒ«œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_40,’056_40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPZV2,”œ«¬2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.PNVIPD2,PÕ¬»œƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_29,’050_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YDND1,”ƒÕƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVD2,”¬ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_33,’049_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_22,’049_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_11,’049_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_2,’049_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_10,’048_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_3,’048_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YONGDK4,”ŒÕ√ƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_4,’047_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_5,’046_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_30,’046_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYD4,”Œ ”ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_6,’045_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_7,’044_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGD1,”Õ√ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVWR_TM,”¬ÿ–_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_40,’034_40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP2PRA1,”œ2œ–¿1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_6,’034_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP1PRA2,”œ1œ–¿2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_34,’028_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_23,’028_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_12,’028_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_1,’028_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X025_4,’025_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_30,’024_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_5,’024_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRBLONTM,”–¡ÀŒÕ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK7B,”Õ 7¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK5A,’Õ 5A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_34,’017_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_23,’017_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_12,’017_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_1,’017_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_33,’016_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_22,’016_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMVM,”Ã¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_11,’016_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_2,’016_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_10,’015_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_3,’015_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_31,’014_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPWB2,”œÿ¡2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_4,’014_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_40,’012_40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YBLVKL,”¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_6,’012_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_7,’011_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_36,’008_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_25,’008_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSTSY2,”—“—”2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_14,’008_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK98,X– 98,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK43,X– 43,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK87,X– 87,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK76,X– 76,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY24, ”¡”24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY35, ”¡”35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKBA,X– BA,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1218,H1218,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY79, ”¡”79,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPZV1,Zœ«¬1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKLDK2,Z¬ Àƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY5A,’2 ”5A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPNDK1,ZœÕƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY6B,’2 ”6B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY61,’2 ”61,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY72,’2 ”72,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVD3,Z¬ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY7C,’2 ”7C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZV2PWA2,Z¬2œÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPP4,Zœœ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRRYBY,Z––”¡”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.F1P1_2,F1œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVM23,’¬Ã23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRKO,Z– Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK54,X– 54,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK65,X– 65,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY09,X5 ”09,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMYY2,ZÃ””2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZZPYY,Z«œ””,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY74,’2 ”74,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY41,’2 ”41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SGK2,S√ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H625B,H625B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ONDK,__ONDK,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDND6,__VDND6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6251,H6251,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPDK1,__VPDK1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H624A,H624A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OBSD,__OBSD,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKAA,’– AA,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SOBDO,SŒ¡ƒŒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK3D,’– 3D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_41,’067_41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRYBIS_TM,”–Y¡»—_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK2_TM,”√ 2_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_9,’065_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSTOPP,”—“Œœœ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_29,’060_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYP14,”¬¡”œ14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_18,’060_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_31,’057_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_20,’057_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPZV3,”œ«¬3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_30,’056_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOZ1,”œŒ«1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVD3,”¬ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YDND2,”ƒÕƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_34,’049_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_23,’049_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_12,’049_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_3,’049_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_22,’048_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYBXP1,”Œ ”¡’œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_4,’048_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_32,’047_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_6,’046_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYD5,”Œ ”ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_31,’046_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_7,’045_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_8,’044_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGD2,”Õ√ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_7,’034_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP2PRA2,”œ2œ–¿2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_35,’028_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_24,’028_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_13,’028_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_2,’028_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X025_10,’025_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X025_5,’025_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_31,’024_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_20,’024_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_6,’024_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_40,’022_40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_8,’022_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPASOTM,”œ¿—Œ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK5B,’Õ 5¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK5A,”Õ 5A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK4A,’Õ 4A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVKISPLYUS27,”¬ »—œÀﬁ—27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_14,’018_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_35,’017_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_13,’017_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_2,’017_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_34,’016_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_23,’016_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_12,’016_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_3,’016_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_22,’015_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_11,’015_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_4,’015_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_10,’014_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_5,’014_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_41,’012_41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_30,’012_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_7,’012_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRKO,”– Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_8,’011_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_37,’008_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_26,’008_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_15,’008_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK66,X– 66,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK99,X– 99,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK88,X– 88,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY50,’3 ”50,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK77,X– 77,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY25, ”¡”25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB1,X– B1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY36, ”¡”36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKBB,X– BB,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRDNS,Z–ƒÕ—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPZV2,Zœ«¬2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKLDK3,Z¬ Àƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY5B,’2 ”5B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY4A,’2 ”4A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPNDK2,ZœÕƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY62,’2 ”62,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY40,’2 ”40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDND1,ZƒÕƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY73,’2 ”73,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVD4,Z¬ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY7D,’2 ”7D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPW4BS,Zœÿ4¡—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP1_1,”œœœ1_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZBLRRY,Z¡À––”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.F1P1_3,F1œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.F2P1_2,F2œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBLVKL,’¡À¬ À,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK55,X– 55,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK44,X– 44,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKA0,X– A0,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY5D,’2 ”5D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY6E,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY75,’2 ”75,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SGK3,S√ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H625C,H625C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6252,H6252,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPDK2,__VPDK2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H624B,H624B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VRDO,__VRDO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6241,H6241,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OD56,__OD56,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKAB,’– AB,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OD34,__OD34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OD12,__OD12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__STRNSO,__STRNSO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ATRRU,__ATRRU,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ZRRYBY,_Z––”¡”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6230,H6230,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRZBIS_TM,”–Z¡»—_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK1_TM,”√ 1_“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X066_9,’066_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_19,’060_19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_32,’057_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_31,’056_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOZ2,”œŒ«2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_8,’056_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBOPIT,’¡Œœ»“,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YDND3,”ƒÕƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVD4,”¬ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_35,’049_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_24,’049_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_13,’049_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_4,’049_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D1,’–ƒ1ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYBXP2,”Œ ”¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_23,’048_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_5,’048_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_33,’047_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_11,’047_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_6,’047_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_22,’047_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYDK1,” ”ƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_7,’046_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYD6,”Œ ”ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_32,’046_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGD3,”Õ√ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_8,’045_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X036_6,’036_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_31,’034_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_8,’034_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XVKLOBT,’¬ ÀŒ¡“,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_36,’028_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_25,’028_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP1_2,”œœœ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_14,’028_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_3,’028_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X025_6,’025_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_32,’024_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZA4,’—«¿4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_10,’024_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_7,’024_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_41,’022_41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVNAHTM,”¬Õ¿◊“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_30,’022_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YZPSASOTM,”«œ—¿—Œ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_9,’022_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK5B,”Õ 5¡,BOOL,,,1,0,""
