Number of elements: 2224 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_SFC_LD.FBU_LD.__VPD5,__VPD5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6247,H6247,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OKUD,__OKUD,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6236,H6236,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__STTREV,__STTREV,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ASONA_,¿—ŒÕ¿_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__STPASO,__STPASO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK07,’– 07,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNS2O2,’Õ—2Œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_3,’061_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_26,’067_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_13,’065_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_34,’064_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_23,’064_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_12,’064_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_22,’063_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_1,’063_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_33,’063_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_30,’060_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOBY2,”Œ¡”2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_4,’060_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_38,’057_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK3P,”√ 3œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_27,’057_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_15,’056_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOS1,”œŒ—1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_37,’056_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_22,’052_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_1,’052_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_33,’052_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X051_32,’051_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVKLD1,”¬ Àƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPND4,”œÕƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_31,’050_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_3,’050_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1DK4,’–ƒ1ƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D6R,’–ƒ1ƒ6–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D5R,’–ƒ2ƒ5–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_19,’049_19,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D6,’–ƒ2ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_29,’048_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_39,’047_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_17,’047_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_28,’047_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGDK3,”Õ√ƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_27,’046_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD5,” ”ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_26,’045_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_15,’045_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD3R,” ”ƒ3–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_36,’044_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_25,’044_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_15,’034_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPWA1,”Ãœÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_37,’034_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_26,’034_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP1PW2BS,”œ1œÿ2¡—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X031_23,’031_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMTM4,”Ã“Ã4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_9,’028_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPP4_2,”Ãœœ4_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XZAR8,’«¿–8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_38,’024_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_27,’024_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZZ1,’—««1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_16,’024_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YONBYTM,”ŒÕ¡”“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YTRRYTM,”“––”“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_36,’022_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_25,’022_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_12,’020_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_23,’020_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_8,’018_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVNAH,”¬Õ¿◊,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YTMTKSEP,”“Ã“ —›œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_9,’017_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOTKLRTR,”Œ“ À–“–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY15,’1 ”15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_39,’014_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_28,’014_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_17,’014_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPNN27,”œÕÕ27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_37,’012_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_26,’012_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVKIS,”¬ »—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_36,’011_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_25,’011_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YM1P1_2,”Ã1œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP3P1_3,”œ3œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YBLNTC,”¡ÀÕ“÷,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_7,’008_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.TM,“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY46,’3 ”46,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3244,H3244,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY3F,’3 ”3F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H323D,H323D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3200,H3200,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H320A,H320A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY35,’3 ”35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3233,H3233,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H324E,H324E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H223C,H223C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKA7,X– A7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H224D,H224D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2232,H2232,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2265,H2265,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB8,X– B8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H4201,H4201,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H421C,H421C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1220,H1220,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY81, ”¡”81,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRYBIS,Z–Y¡»—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY13,’3 ”13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY0C,’3 ”0C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY1D,’3 ”1D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY02,’3 ”02,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY36,’2 ”36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY58,’2 ”58,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDNDK4,ZƒÕƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY47,’2 ”47,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY0D,’2 ”0D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY69,’2 ”69,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKLD2,Z¬ Àƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPND3,ZœÕƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY03,’2 ”03,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY14,’2 ”14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY1E,’2 ”1E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY01,’4 ”01,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY0B,’4 ”0B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY1C,’4 ”1C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY26,’1 ”26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY0E,’1 ”0E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPASO,Zœ¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY04,’1 ”04,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY1F,’1 ”1F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK061,X– 061,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.HVM2,H¬Ã2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY22,’5K”22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSPY,’—œ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY00,’5 ”00,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMPIT1,ZÃœ»“1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMSK2,ZÃ— 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY0A,’5 ”0A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X5KY11,’5 ”11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSK2,’— 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVIP2M,Z¬»œ2Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZZPVIP,Z«œ¬»œ,BOOL,,,1,0,""
10,,,,,1,8,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY49,’2 ”49,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.ZKUDK,,BOOL,,,1,0,""
TRUE,,,,,1,8,""
FALSE,,,,,1,8,""
2,,,,,1,8,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZGK1_,Z√ 1_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6259,H6259,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OND1,__OND1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VDNDK4,__VDNDK4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPD6,__VPD6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VNGDO,__VNGDO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ATOBRK,__ATOBRK,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__HTRRU,__HTRRU,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_32,’061_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X061_4,’061_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_27,’067_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOZRRP,”Œ«––œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X065_14,’065_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_35,’064_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_24,’064_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_13,’064_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_1,’064_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X063_12,’063_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_31,’060_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVBYP110,”¬¡”œ110,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_20,’060_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X060_5,’060_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_39,’057_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YGK2P,”√ 2œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_28,’057_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_16,’056_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOS2,”œŒ—2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X052_12,’052_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVKLD2,”¬ Àƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X051_22,’051_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_32,’050_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPND5,”œÕƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_10,’050_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X050_4,’050_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D5R,’–ƒ1ƒ5–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D4R,’–ƒ2ƒ4–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOBWORD,”Œ¡ŸŒ–ƒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_18,’047_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_29,’047_29,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGDK4,”Õ√ƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGD6R,”Õ√ƒ6–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_28,’046_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD6,” ”ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_27,’045_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_16,’045_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBNG,’¡Õ√,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_37,’044_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD2R,” ”ƒ2–,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_26,’044_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_16,’034_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPWA2,”Ãœÿ¿2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_38,’034_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_27,’034_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X031_24,’031_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X031_1,’031_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_39,’024_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_28,’024_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XSZZ2,’—««2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_17,’024_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVNKYTM,”¬Õ ”“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_26,’022_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_13,’020_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_24,’020_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_1,’020_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOTKLBRK1,”Œ“ À¡– 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.Y1,”1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_18,’014_18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XPNN27,’œÕÕ27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_38,’012_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_27,’012_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_37,’011_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_15,’011_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_26,’011_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YM2P1_2,”Ã2œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YM1P1_3,”Ã1œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBO,’¡Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YSTT1,”—““1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMPIT1,”Ãœ»“1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YZPVIP,”«œ¬»œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVIP2M,”¬»œ2Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK9A,X– 9A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY47,’3 ”47,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3245,H3245,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H323E,H323E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY36,’3 ”36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3234,H3234,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H321C,H321C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3201,H3201,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H320B,H320B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H324F,H324F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H224E,H224E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2244,H2244,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2200,H2200,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H223D,H223D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKA8,X– A8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2266,H2266,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2233,H2233,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB9,X– B9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H4202,H4202,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H421D,H421D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1221,H1221,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY16,’1 ”16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK08,X– 08,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H121A,H121A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H520D,H520D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY82, ”¡”82,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY14,’3 ”14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRXBIS,Z–X¡»—,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPOS1,ZœŒ—1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY0D,’3 ”0D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY03,’3 ”03,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY37,’2 ”37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY59,’2 ”59,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY48,’2 ”48,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKLD3,Z¬ Àƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY04,’2 ”04,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPND4,ZœÕƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY0E,’2 ”0E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY15,’2 ”15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY1F,’2 ”1F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZGOTDO,Z√Œ“ƒŒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY02,’4 ”02,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X4KY1D,’4 ”1D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY0F,’1 ”0F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY05,’1 ”05,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVNAH,Z¬Õ¿◊,BOOL,,,1,0,""
