Source variable,Destination variable,Source member,Destination member,Element location
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1063:(2,2390),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3,,(0:0),2783,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD3R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1066:(2,2398),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD3R,,(0:0),2794,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1069:(2,2406),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD4,,(0:0),2805,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1072:(2,2414),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD4R,,(0:0),2816,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1075:(2,2422),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD3,,(0:0),2827,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD3R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1078:(2,2430),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD3R,,(0:0),2838,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1081:(2,2438),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4,,(0:0),2849,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD4R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1084:(2,2446),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD4R,,(0:0),2860,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1099:(2,2486),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD5,,(0:0),2903,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD5R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1102:(2,2494),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD5R,,(0:0),2914,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1105:(2,2502),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6,,(0:0),2925,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYD6R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1108:(2,2510),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6R,,(0:0),2936,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1117:(2,2534),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD5,,(0:0),2963,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD5R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1120:(2,2542),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD5R,,(0:0),2974,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1123:(2,2550),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD6,,(0:0),2985,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGD6R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1126:(2,2558),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGD6R,,(0:0),2996,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYDK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1135:(2,2582),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK1,,(0:0),3023,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYDK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1138:(2,2590),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK2,,(0:0),3033,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1141:(2,2598),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK3,,(0:0),3043,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1144:(2,2606),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYDK4,,(0:0),3053,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGDK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1147:(2,2614),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK1,,(0:0),3063,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGDK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1150:(2,2622),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK2,,(0:0),3073,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGDK3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1153:(2,2630),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK3,,(0:0),3083,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YNGDK4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1156:(2,2638),READING FROM,,DEVICE1.FBU_LD.PROG1.YNGDK4,,(0:0),3093,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYBXP1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1183:(2,2710),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYBXP1,,(0:0),3167,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKYBXP2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1186:(2,2718),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYBXP2,,(0:0),3177,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKY12BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1189:(2,2726),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY12BSD,,(0:0),3187,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKY34BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1192:(2,2734),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY34BSD,,(0:0),3197,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YKY56BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1195:(2,2742),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY56BSD,,(0:0),3207,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YOBWORD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1226:(1,2812),READING FROM,,DEVICE1.FBU_LD.PROG1.YOBWORD,,(0:0),3277,0,0,"
DEVICE1.FBU_LD.PROG1.XBONG,DEVICE1.FBU_LD.PROG1.YOBWRRD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1247:(1,2854),READING FROM,,DEVICE1.FBU_LD.PROG1.YOBWRRD,,(0:0),3319,0,0,"
DEVICE1.FBU_LD.PROG1.YKYD6,DEVICE1.FBU_LD.PROG1.X046_26,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1106:(1,2504),READING FROM,,DEVICE1.FBU_LD.PROG1.X046_26,,(0:0),2928,0,0,"
DEVICE1.FBU_LD.PROG1.YKYD6,DEVICE1.FBU_LD.PROG1.X046_27,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1107:(1,2506),READING FROM,,DEVICE1.FBU_LD.PROG1.X046_27,,(0:0),2930,0,0,"
DEVICE1.FBU_LD.PROG1.YNGD6R,DEVICE1.FBU_LD.PROG1.X046_36,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1127:(1,2560),READING FROM,,DEVICE1.FBU_LD.PROG1.X046_36,,(0:0),2999,0,0,"
DEVICE1.FBU_LD.PROG1.YNGD6R,DEVICE1.FBU_LD.PROG1.X046_37,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1128:(1,2562),READING FROM,,DEVICE1.FBU_LD.PROG1.X046_37,,(0:0),3001,0,0,"
DEVICE1.FBU_LD.PROG1.X049_23,DEVICE1.FBU_LD.PROG1.XRD2D1R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1232:(1,2824),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD2D1R,,(0:0),3289,0,0,"
DEVICE1.FBU_LD.PROG1.X049_24,DEVICE1.FBU_LD.PROG1.XRD1D2R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1233:(1,2826),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD1D2R,,(0:0),3291,0,0,"
DEVICE1.FBU_LD.PROG1.YBLDO,DEVICE1.FBU_LD.PROG1.X050_14,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1273:(1,2906),READING FROM,,DEVICE1.FBU_LD.PROG1.X050_14,,(0:0),3382,0,0,"
DEVICE1.FBU_LD.PROG1.YOPDO,DEVICE1.FBU_LD.PROG1.X050_15,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1275:(1,2910),READING FROM,,DEVICE1.FBU_LD.PROG1.X050_15,,(0:0),3387,0,0,"
DEVICE1.FBU_LD.PROG1.YDND2,DEVICE1.FBU_LD.PROG1.X050_26,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1285:(1,2930),READING FROM,,DEVICE1.FBU_LD.PROG1.X050_26,,(0:0),3412,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_17,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1431:(1,3231),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_17,,(0:0),3757,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_18,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1432:(1,3233),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_18,,(0:0),3759,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_19,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1434:(1,3237),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_19,,(0:0),3763,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_20,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1435:(1,3239),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_20,,(0:0),3765,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_28,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1446:(1,3261),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_28,,(0:0),3790,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_29,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1447:(1,3263),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_29,,(0:0),3792,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_36,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1458:(1,3285),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_36,,(0:0),3817,0,0,"
DEVICE1.FBU_LD.PROG1.YOKYSNA,DEVICE1.FBU_LD.PROG1.X060_37,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1459:(1,3287),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_37,,(0:0),3819,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYP24,DEVICE1.FBU_LD.PROG1.X060_24,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1440:(1,3249),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_24,,(0:0),3777,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYP24,DEVICE1.FBU_LD.PROG1.X060_25,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1441:(1,3251),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_25,,(0:0),3779,0,0,"
DEVICE1.FBU_LD.PROG1.YSTOPM,DEVICE1.FBU_LD.PROG1.X064_30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1499:(1,3373),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_30,,(0:0),3918,0,0,"
DEVICE1.FBU_LD.PROG1.YSTOPM,DEVICE1.FBU_LD.PROG1.X064_31,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1500:(1,3375),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_31,,(0:0),3920,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYP110,DEVICE1.FBU_LD.PROG1.X060_30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1449:(1,3267),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_30,,(0:0),3797,0,0,"
DEVICE1.FBU_LD.PROG1.YVBYP110,DEVICE1.FBU_LD.PROG1.X060_31,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1450:(1,3269),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_31,,(0:0),3799,0,0,"
DEVICE1.FBU_LD.PROG1._ZTREVBY,DEVICE1.FBU_LD.PROG1.__STTREV,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1598:(2,3574),READING FROM,,DEVICE1.FBU_LD.PROG1.__STTREV,,(0:0),4151,0,0,"
DEVICE1.FBU_LD.PROG1.H624A,DEVICE1.FBU_LD.PROG1.__VPDK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1625:(1,3629),READING FROM,,DEVICE1.FBU_LD.PROG1.__VPDK1,,(0:0),4207,0,0,"
DEVICE1.FBU_LD.PROG1.H6231,DEVICE1.FBU_LD.PROG1.__STRNSO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1596:(1,3570),READING FROM,,DEVICE1.FBU_LD.PROG1.__STRNSO,,(0:0),4145,0,0,"
DEVICE1.FBU_LD.PROG1.H6258,DEVICE1.FBU_LD.PROG1.__OND1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1640:(1,3659),READING FROM,,DEVICE1.FBU_LD.PROG1.__OND1,,(0:0),4237,0,0,"
DEVICE1.FBU_LD.PROG1.H62A1,DEVICE1.FBU_LD.PROG1.__OREK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1654:(1,3687),READING FROM,,DEVICE1.FBU_LD.PROG1.__OREK,,(0:0),4265,0,0,"
DEVICE1.FBU_LD.PROG1.XRK62,DEVICE1.FBU_LD.PROG1.ZCPM1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):3:(1,5),READING FROM,,DEVICE1.FBU_LD.PROG1.ZCPM1,,(0:0),4,0,0,"
DEVICE1.FBU_LD.PROG1.XRK62,DEVICE1.FBU_LD.PROG1.ZCPM2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):4:(1,10),READING FROM,,DEVICE1.FBU_LD.PROG1.ZCPM2,,(0:0),12,0,0,"
DEVICE1.FBU_LD.PROG1.ZZPVIP,DEVICE1.FBU_LD.PROG1.ZVIP1M,,,"<LD>,(DEVICE1,FBU_LD,PROG1):6:(2,21),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVIP1M,,(0:0),28,0,0,"
DEVICE1.FBU_LD.PROG1.ZZPVIP,DEVICE1.FBU_LD.PROG1.ZVIP2M,,,"<LD>,(DEVICE1,FBU_LD,PROG1):7:(2,25),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVIP2M,,(0:0),34,0,0,"
DEVICE1.FBU_LD.PROG1.ZZPVIP,DEVICE1.FBU_LD.PROG1.YZPVIP,,,"<LD>,(DEVICE1,FBU_LD,PROG1):486:(1,1150),READING FROM,,DEVICE1.FBU_LD.PROG1.YZPVIP,,(0:0),1265,0,0,"
DEVICE1.FBU_LD.PROG1.XRK63,DEVICE1.FBU_LD.PROG1.ZZPYY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):12:(1,38),READING FROM,,DEVICE1.FBU_LD.PROG1.ZZPYY,,(0:0),48,0,0,"
DEVICE1.FBU_LD.PROG1.X5KY0E,DEVICE1.FBU_LD.PROG1.ZMSK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):32:(1,93),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMSK1,,(0:0),106,0,0,"
DEVICE1.FBU_LD.PROG1.X5KY0E,DEVICE1.FBU_LD.PROG1.ZMSK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):33:(1,96),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMSK2,,(0:0),109,0,0,"
DEVICE1.FBU_LD.PROG1.XVM41,DEVICE1.FBU_LD.PROG1.HVM4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):75:(1,209),READING FROM,,DEVICE1.FBU_LD.PROG1.HVM4,,(0:0),250,0,0,"
DEVICE1.FBU_LD.PROG1.XVM41,DEVICE1.FBU_LD.PROG1.HVM4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):75:(1,210),READING FROM,,DEVICE1.FBU_LD.PROG1.HVM4,,(0:0),252,0,0,"
DEVICE1.FBU_LD.PROG1.XVM41,DEVICE1.FBU_LD.PROG1.HVM4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):75:(1,212),READING FROM,,DEVICE1.FBU_LD.PROG1.HVM4,,(0:0),256,0,0,"
DEVICE1.FBU_LD.PROG1.XOBIVK,DEVICE1.FBU_LD.PROG1.ZVBIVK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):80:(1,228),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVBIVK,,(0:0),285,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNKY,DEVICE1.FBU_LD.PROG1.YVNKY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):737:(1,1683),READING FROM,,DEVICE1.FBU_LD.PROG1.YVNKY,,(0:0),1881,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNKY,DEVICE1.FBU_LD.PROG1.YNK5A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):788:(2,1791),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK5A,,(0:0),2015,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNKY,DEVICE1.FBU_LD.PROG1.YNK5B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):791:(3,1797),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK5B,,(0:0),2023,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNKY,DEVICE1.FBU_LD.PROG1.YVNKYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):845:(1,1905),READING FROM,,DEVICE1.FBU_LD.PROG1.YVNKYTM,,(0:0),2155,0,0,"
DEVICE1.FBU_LD.PROG1.ZBLRRY,DEVICE1.FBU_LD.PROG1.FRRY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):121:(3,326),READING FROM,,DEVICE1.FBU_LD.PROG1.FRRY,,(0:0),400,0,0,"
DEVICE1.FBU_LD.PROG1.ZBLRRY,DEVICE1.FBU_LD.PROG1.YNK4A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):782:(4,1777),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK4A,,(0:0),1996,0,0,"
DEVICE1.FBU_LD.PROG1.ZBLRRY,DEVICE1.FBU_LD.PROG1.YNK4B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):785:(4,1784),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK4B,,(0:0),2007,0,0,"
DEVICE1.FBU_LD.PROG1.ZBLRRY,DEVICE1.FBU_LD.PROG1.YBLRRYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):831:(1,1877),READING FROM,,DEVICE1.FBU_LD.PROG1.YBLRRYTM,,(0:0),2120,0,0,"
DEVICE1.FBU_LD.PROG1.ZV1PWA2,DEVICE1.FBU_LD.PROG1.YP1PWA2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):982:(2,2201),READING FROM,,DEVICE1.FBU_LD.PROG1.YP1PWA2,,(0:0),2550,0,0,"
DEVICE1.FBU_LD.PROG1.ZV1PRA1,DEVICE1.FBU_LD.PROG1.YP1PRA1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):988:(2,2213),READING FROM,,DEVICE1.FBU_LD.PROG1.YP1PRA1,,(0:0),2566,0,0,"
DEVICE1.FBU_LD.PROG1.ZV1PRA2,DEVICE1.FBU_LD.PROG1.YP1PRA2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):976:(2,2189),READING FROM,,DEVICE1.FBU_LD.PROG1.YP1PRA2,,(0:0),2534,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY3D,DEVICE1.FBU_LD.PROG1.ZVD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):192:(1,479),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVD4,,(0:0),570,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY0F,DEVICE1.FBU_LD.PROG1.ZPND4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):204:(1,506),READING FROM,,DEVICE1.FBU_LD.PROG1.ZPND4,,(0:0),597,0,0,"
DEVICE1.FBU_LD.PROG1.ZVKLD6,DEVICE1.FBU_LD.PROG1.YKYD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1105:(2,2500),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6,,(0:0),2923,0,0,"
DEVICE1.FBU_LD.PROG1.ZVKLD6,DEVICE1.FBU_LD.PROG1.YKYD6R,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1108:(2,2508),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYD6R,,(0:0),2934,0,0,"
DEVICE1.FBU_LD.PROG1.ZVKLD6,DEVICE1.FBU_LD.PROG1.YVKLD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1320:(1,3002),READING FROM,,DEVICE1.FBU_LD.PROG1.YVKLD6,,(0:0),3500,0,0,"
DEVICE1.FBU_LD.PROG1.X2KY6B,DEVICE1.FBU_LD.PROG1.ZVKLD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):233:(1,572),READING FROM,,DEVICE1.FBU_LD.PROG1.ZVKLD6,,(0:0),663,0,0,"
DEVICE1.FBU_LD.PROG1.ZVKY56,DEVICE1.FBU_LD.PROG1.YKY56BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1195:(2,2740),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY56BSD,,(0:0),3205,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY06,DEVICE1.FBU_LD.PROG1.ZPOS1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):282:(1,684),READING FROM,,DEVICE1.FBU_LD.PROG1.ZPOS1,,(0:0),780,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY05,DEVICE1.FBU_LD.PROG1.ZPOS2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):283:(1,686),READING FROM,,DEVICE1.FBU_LD.PROG1.ZPOS2,,(0:0),782,0,0,"
DEVICE1.FBU_LD.PROG1.ZDNS2,DEVICE1.FBU_LD.PROG1.YPDNS2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1372:(1,3113),READING FROM,,DEVICE1.FBU_LD.PROG1.YPDNS2,,(0:0),3624,0,0,"
DEVICE1.FBU_LD.PROG1.ZDNS2,DEVICE1.FBU_LD.PROG1.YDNS2_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1544:(1,3463),READING FROM,,DEVICE1.FBU_LD.PROG1.YDNS2_TM,,(0:0),4022,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY79,DEVICE1.FBU_LD.PROG1.X5KY06,,,"<LD>,(DEVICE1,FBU_LD,PROG1):302:(1,725),READING FROM,,DEVICE1.FBU_LD.PROG1.X5KY06,,(0:0),822,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY80,DEVICE1.FBU_LD.PROG1.X5KY0A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):303:(1,727),READING FROM,,DEVICE1.FBU_LD.PROG1.X5KY0A,,(0:0),824,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY80,DEVICE1.FBU_LD.PROG1.X5KY0C,,,"<LD>,(DEVICE1,FBU_LD,PROG1):309:(1,739),READING FROM,,DEVICE1.FBU_LD.PROG1.X5KY0C,,(0:0),836,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY81,DEVICE1.FBU_LD.PROG1.X5KY0E,,,"<LD>,(DEVICE1,FBU_LD,PROG1):304:(1,729),READING FROM,,DEVICE1.FBU_LD.PROG1.X5KY0E,,(0:0),826,0,0,"
DEVICE1.FBU_LD.PROG1.H5212,DEVICE1.FBU_LD.PROG1.X5KY12,,,"<LD>,(DEVICE1,FBU_LD,PROG1):310:(1,741),READING FROM,,DEVICE1.FBU_LD.PROG1.X5KY12,,(0:0),838,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY16,DEVICE1.FBU_LD.PROG1.YOTKLRTR,,,"<LD>,(DEVICE1,FBU_LD,PROG1):661:(1,1518),READING FROM,,DEVICE1.FBU_LD.PROG1.YOTKLRTR,,(0:0),1707,0,0,"
DEVICE1.FBU_LD.PROG1.H1217,DEVICE1.FBU_LD.PROG1.X1KY17,,,"<LD>,(DEVICE1,FBU_LD,PROG1):322:(1,766),READING FROM,,DEVICE1.FBU_LD.PROG1.X1KY17,,(0:0),865,0,0,"
DEVICE1.FBU_LD.PROG1.XRKBC,DEVICE1.FBU_LD.PROG1.X4KY17,,,"<LD>,(DEVICE1,FBU_LD,PROG1):343:(1,812),READING FROM,,DEVICE1.FBU_LD.PROG1.X4KY17,,(0:0),912,0,0,"
DEVICE1.FBU_LD.PROG1.X4KY15,DEVICE1.FBU_LD.PROG1.YMPP3_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):881:(1,1997),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP3_1,,(0:0),2258,0,0,"
DEVICE1.FBU_LD.PROG1.X4KY15,DEVICE1.FBU_LD.PROG1.YMPP3_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):883:(1,2001),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP3_2,,(0:0),2264,0,0,"
DEVICE1.FBU_LD.PROG1.X4KY15,DEVICE1.FBU_LD.PROG1.YMPP4_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):885:(1,2005),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP4_1,,(0:0),2270,0,0,"
