Source variable,Destination variable,Source member,Destination member,Element location
DEVICE1.FBU_LD.PROG1.YMNN27,DEVICE1.FBU_LD.PROG1.X014_24,,,"<LD>,(DEVICE1,FBU_LD,PROG1):634:(1,1464),READING FROM,,DEVICE1.FBU_LD.PROG1.X014_24,,(0:0),1647,0,0,"
DEVICE1.FBU_LD.PROG1.X015_22,DEVICE1.FBU_LD.PROG1.XORK5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):673:(1,1542),READING FROM,,DEVICE1.FBU_LD.PROG1.XORK5,,(0:0),1733,0,0,"
DEVICE1.FBU_LD.PROG1.X015_23,DEVICE1.FBU_LD.PROG1.XORK5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):673:(1,1543),READING FROM,,DEVICE1.FBU_LD.PROG1.XORK5,,(0:0),1734,0,0,"
DEVICE1.FBU_LD.PROG1.XNK1B,DEVICE1.FBU_LD.PROG1.YKO1B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):767:(1,1745),READING FROM,,DEVICE1.FBU_LD.PROG1.YKO1B,,(0:0),1950,0,0,"
DEVICE1.FBU_LD.PROG1.YNK2B,DEVICE1.FBU_LD.PROG1.X020_8,,,"<LD>,(DEVICE1,FBU_LD,PROG1):774:(1,1759),READING FROM,,DEVICE1.FBU_LD.PROG1.X020_8,,(0:0),1967,0,0,"
DEVICE1.FBU_LD.PROG1.XNK4A,DEVICE1.FBU_LD.PROG1.YNK4A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):782:(1,1777),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK4A,,(0:0),1992,0,0,"
DEVICE1.FBU_LD.PROG1.NK5B,DEVICE1.FBU_LD.PROG1.YNK5B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):791:(2,1797),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK5B,,(0:0),2022,0,0,"
DEVICE1.FBU_LD.PROG1.X024_12,DEVICE1.FBU_LD.PROG1.XSZAY22,,,"<LD>,(DEVICE1,FBU_LD,PROG1):854:(1,1928),READING FROM,,DEVICE1.FBU_LD.PROG1.XSZAY22,,(0:0),2180,0,0,"
DEVICE1.FBU_LD.PROG1.X024_39,DEVICE1.FBU_LD.PROG1.XRWSY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):866:(1,1964),READING FROM,,DEVICE1.FBU_LD.PROG1.XRWSY2,,(0:0),2216,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP1_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):873:(3,1981),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP1_1,,(0:0),2236,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP1_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):875:(3,1985),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP1_2,,(0:0),2242,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP2_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):877:(3,1989),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP2_1,,(0:0),2248,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP2_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):879:(3,1993),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP2_2,,(0:0),2254,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP3_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):881:(3,1997),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP3_1,,(0:0),2260,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP3_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):883:(3,2001),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP3_2,,(0:0),2266,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP4_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):885:(3,2005),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP4_1,,(0:0),2272,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPP4_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):887:(3,2009),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP4_2,,(0:0),2278,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMTM1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):889:(3,2013),READING FROM,,DEVICE1.FBU_LD.PROG1.YMTM1,,(0:0),2284,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMTM2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):891:(3,2017),READING FROM,,DEVICE1.FBU_LD.PROG1.YMTM2,,(0:0),2290,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMTM3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):893:(3,2021),READING FROM,,DEVICE1.FBU_LD.PROG1.YMTM3,,(0:0),2296,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMTM4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):895:(3,2025),READING FROM,,DEVICE1.FBU_LD.PROG1.YMTM4,,(0:0),2302,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK11_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):897:(3,2029),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK11_1,,(0:0),2308,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK11_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):899:(3,2033),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK11_2,,(0:0),2314,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK21_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):901:(3,2037),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK21_1,,(0:0),2320,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK21_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):903:(3,2041),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK21_2,,(0:0),2326,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK12_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):905:(3,2045),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK12_1,,(0:0),2332,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK12_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):907:(3,2049),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK12_2,,(0:0),2338,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK22_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):909:(3,2053),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK22_1,,(0:0),2344,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPK22_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):911:(3,2057),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPK22_2,,(0:0),2350,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMP1W2BS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):994:(2,2225),READING FROM,,DEVICE1.FBU_LD.PROG1.YMP1W2BS,,(0:0),2582,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMP1W4BS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):997:(2,2231),READING FROM,,DEVICE1.FBU_LD.PROG1.YMP1W4BS,,(0:0),2589,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPWA2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1000:(2,2237),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPWA2,,(0:0),2596,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPWA2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1004:(2,2245),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPWA2,,(0:0),2605,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPWA1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1008:(2,2253),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPWA1,,(0:0),2614,0,0,"
DEVICE1.FBU_LD.PROG1.XBPP,DEVICE1.FBU_LD.PROG1.YMPWA2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1012:(2,2261),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPWA2,,(0:0),2623,0,0,"
DEVICE1.FBU_LD.PROG1.YMPK12_2,DEVICE1.FBU_LD.PROG1.X028_18,,,"<LD>,(DEVICE1,FBU_LD,PROG1):908:(1,2051),READING FROM,,DEVICE1.FBU_LD.PROG1.X028_18,,(0:0),2340,0,0,"
DEVICE1.FBU_LD.PROG1.YPPK12_2,DEVICE1.FBU_LD.PROG1.X028_39,,,"<LD>,(DEVICE1,FBU_LD,PROG1):948:(1,2131),READING FROM,,DEVICE1.FBU_LD.PROG1.X028_39,,(0:0),2460,0,0,"
DEVICE1.FBU_LD.PROG1.X031_1,DEVICE1.FBU_LD.PROG1.XVKLOBT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):953:(1,2141),READING FROM,,DEVICE1.FBU_LD.PROG1.XVKLOBT,,(0:0),2474,0,0,"
DEVICE1.FBU_LD.PROG1.X031_2,DEVICE1.FBU_LD.PROG1.XVKLOBT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):953:(1,2142),READING FROM,,DEVICE1.FBU_LD.PROG1.XVKLOBT,,(0:0),2475,0,0,"
DEVICE1.FBU_LD.PROG1.X031_17,DEVICE1.FBU_LD.PROG1.XOBWTK,,,"<LD>,(DEVICE1,FBU_LD,PROG1):957:(1,2150),READING FROM,,DEVICE1.FBU_LD.PROG1.XOBWTK,,(0:0),2484,0,0,"
DEVICE1.FBU_LD.PROG1.YKYD1,DEVICE1.FBU_LD.PROG1.X044_22,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1028:(1,2296),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_22,,(0:0),2666,0,0,"
DEVICE1.FBU_LD.PROG1.YKYD1,DEVICE1.FBU_LD.PROG1.X044_23,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1029:(1,2298),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_23,,(0:0),2668,0,0,"
DEVICE1.FBU_LD.PROG1.YONGD1,DEVICE1.FBU_LD.PROG1.X044_5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1058:(1,2376),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_5,,(0:0),2767,0,0,"
DEVICE1.FBU_LD.PROG1.YONGD1,DEVICE1.FBU_LD.PROG1.X044_6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1059:(1,2378),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_6,,(0:0),2769,0,0,"
DEVICE1.FBU_LD.PROG1.YONGD2,DEVICE1.FBU_LD.PROG1.X044_7,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1061:(1,2384),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_7,,(0:0),2775,0,0,"
DEVICE1.FBU_LD.PROG1.YONGD2,DEVICE1.FBU_LD.PROG1.X044_8,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1062:(1,2386),READING FROM,,DEVICE1.FBU_LD.PROG1.X044_8,,(0:0),2777,0,0,"
DEVICE1.FBU_LD.PROG1.X049_16,DEVICE1.FBU_LD.PROG1.XRD2DK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1225:(1,2810),READING FROM,,DEVICE1.FBU_LD.PROG1.XRD2DK2,,(0:0),3275,0,0,"
DEVICE1.FBU_LD.PROG1.YVKLD5,DEVICE1.FBU_LD.PROG1.X051_26,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1319:(1,3000),READING FROM,,DEVICE1.FBU_LD.PROG1.X051_26,,(0:0),3498,0,0,"
DEVICE1.FBU_LD.PROG1.YVKLD6,DEVICE1.FBU_LD.PROG1.X051_27,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1321:(1,3004),READING FROM,,DEVICE1.FBU_LD.PROG1.X051_27,,(0:0),3503,0,0,"
DEVICE1.FBU_LD.PROG1.YPOS1P,DEVICE1.FBU_LD.PROG1.X056_9,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1346:(1,3061),READING FROM,,DEVICE1.FBU_LD.PROG1.X056_9,,(0:0),3567,0,0,"
DEVICE1.FBU_LD.PROG1.YPOS1P,DEVICE1.FBU_LD.PROG1.X056_10,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1347:(1,3063),READING FROM,,DEVICE1.FBU_LD.PROG1.X056_10,,(0:0),3569,0,0,"
DEVICE1.FBU_LD.PROG1.X061_16,DEVICE1.FBU_LD.PROG1.XA2O1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1568:(1,3512),READING FROM,,DEVICE1.FBU_LD.PROG1.XA2O1,,(0:0),4078,0,0,"
DEVICE1.FBU_LD.PROG1.YOBY10,DEVICE1.FBU_LD.PROG1.X060_34,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1455:(1,3279),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_34,,(0:0),3811,0,0,"
DEVICE1.FBU_LD.PROG1.YOBY10,DEVICE1.FBU_LD.PROG1.X060_35,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1456:(1,3281),READING FROM,,DEVICE1.FBU_LD.PROG1.X060_35,,(0:0),3813,0,0,"
DEVICE1.FBU_LD.PROG1.YPOISKM,DEVICE1.FBU_LD.PROG1.X064_28,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1496:(1,3367),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_28,,(0:0),3911,0,0,"
DEVICE1.FBU_LD.PROG1.YPOISKM,DEVICE1.FBU_LD.PROG1.X064_29,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1497:(1,3369),READING FROM,,DEVICE1.FBU_LD.PROG1.X064_29,,(0:0),3913,0,0,"
DEVICE1.FBU_LD.PROG1.X061_4,DEVICE1.FBU_LD.PROG1.XNS2O1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1560:(1,3496),READING FROM,,DEVICE1.FBU_LD.PROG1.XNS2O1,,(0:0),4062,0,0,"
DEVICE1.FBU_LD.PROG1.X061_5,DEVICE1.FBU_LD.PROG1.XNS1P1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1561:(1,3498),READING FROM,,DEVICE1.FBU_LD.PROG1.XNS1P1,,(0:0),4064,0,0,"
DEVICE1.FBU_LD.PROG1.ZTTREV_,DEVICE1.FBU_LD.PROG1.__STTREV,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1598:(1,3574),READING FROM,,DEVICE1.FBU_LD.PROG1.__STTREV,,(0:0),4150,0,0,"
DEVICE1.FBU_LD.PROG1.XRK6D,DEVICE1.FBU_LD.PROG1.__HTTENRNS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1592:(1,3562),READING FROM,,DEVICE1.FBU_LD.PROG1.__HTTENRNS,,(0:0),4135,0,0,"
DEVICE1.FBU_LD.PROG1.ZTRRY_,DEVICE1.FBU_LD.PROG1.__RRU,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1593:(1,3564),READING FROM,,DEVICE1.FBU_LD.PROG1.__RRU,,(0:0),4138,0,0,"
DEVICE1.FBU_LD.PROG1.ZTRRY_,DEVICE1.FBU_LD.PROG1.__SRRU,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1658:(1,3696),READING FROM,,DEVICE1.FBU_LD.PROG1.__SRRU,,(0:0),4275,0,0,"
DEVICE1.FBU_LD.PROG1.XRK7S,DEVICE1.FBU_LD.PROG1.__OUDM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1607:(1,3592),READING FROM,,DEVICE1.FBU_LD.PROG1.__OUDM,,(0:0),4170,0,0,"
DEVICE1.FBU_LD.PROG1.H6252,DEVICE1.FBU_LD.PROG1.__VDND5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1633:(1,3645),READING FROM,,DEVICE1.FBU_LD.PROG1.__VDND5,,(0:0),4223,0,0,"
DEVICE1.FBU_LD.PROG1.SSTT1,DEVICE1.FBU_LD.PROG1.ZCPM1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):3:(1,6),READING FROM,,DEVICE1.FBU_LD.PROG1.ZCPM1,,(0:0),5,0,0,"
DEVICE1.FBU_LD.PROG1.SSTT1,DEVICE1.FBU_LD.PROG1.ZCPM2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):4:(1,11),READING FROM,,DEVICE1.FBU_LD.PROG1.ZCPM2,,(0:0),13,0,0,"
DEVICE1.FBU_LD.PROG1.SSTT1,DEVICE1.FBU_LD.PROG1.ZSTT1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):45:(1,130),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSTT1,,(0:0),147,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIP1M,DEVICE1.FBU_LD.PROG1.YBYOTKL,,,"<LD>,(DEVICE1,FBU_LD,PROG1):479:(1,1132),READING FROM,,DEVICE1.FBU_LD.PROG1.YBYOTKL,,(0:0),1242,0,0,"
DEVICE1.FBU_LD.PROG1.ZVIP1M,DEVICE1.FBU_LD.PROG1.YVIP1M,,,"<LD>,(DEVICE1,FBU_LD,PROG1):482:(1,1142),READING FROM,,DEVICE1.FBU_LD.PROG1.YVIP1M,,(0:0),1253,0,0,"
DEVICE1.FBU_LD.PROG1.ZZPYY,DEVICE1.FBU_LD.PROG1.ZMYY1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):20:(2,58),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMYY1,,(0:0),70,0,0,"
DEVICE1.FBU_LD.PROG1.ZZPYY,DEVICE1.FBU_LD.PROG1.ZMYY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):21:(2,61),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMYY2,,(0:0),74,0,0,"
DEVICE1.FBU_LD.PROG1.ZZPYY,DEVICE1.FBU_LD.PROG1.YZPYY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):529:(1,1237),READING FROM,,DEVICE1.FBU_LD.PROG1.YZPYY,,(0:0),1388,0,0,"
DEVICE1.FBU_LD.PROG1.ZSK1,DEVICE1.FBU_LD.PROG1.YSK1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):504:(1,1186),READING FROM,,DEVICE1.FBU_LD.PROG1.YSK1,,(0:0),1317,0,0,"
DEVICE1.FBU_LD.PROG1.ZSK2,DEVICE1.FBU_LD.PROG1.YSK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):521:(1,1221),READING FROM,,DEVICE1.FBU_LD.PROG1.YSK2,,(0:0),1365,0,0,"
DEVICE1.FBU_LD.PROG1.ZMKO1,DEVICE1.FBU_LD.PROG1.YMKO1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):488:(1,1154),READING FROM,,DEVICE1.FBU_LD.PROG1.YMKO1,,(0:0),1270,0,0,"
DEVICE1.FBU_LD.PROG1.ZMREK2,DEVICE1.FBU_LD.PROG1.YMREK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):502:(1,1182),READING FROM,,DEVICE1.FBU_LD.PROG1.YMREK2,,(0:0),1311,0,0,"
DEVICE1.FBU_LD.PROG1.ZMSK2,DEVICE1.FBU_LD.PROG1.YMSK2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):494:(1,1166),READING FROM,,DEVICE1.FBU_LD.PROG1.YMSK2,,(0:0),1288,0,0,"
DEVICE1.FBU_LD.PROG1.XRK84,DEVICE1.FBU_LD.PROG1.ZSTT1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):46:(1,132),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSTT1,,(0:0),149,0,0,"
DEVICE1.FBU_LD.PROG1.XRK84,DEVICE1.FBU_LD.PROG1.ZSTT2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):48:(1,136),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSTT2,,(0:0),153,0,0,"
DEVICE1.FBU_LD.PROG1.XRK84,DEVICE1.FBU_LD.PROG1.ZSTSY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):55:(1,151),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSTSY2,,(0:0),168,0,0,"
DEVICE1.FBU_LD.PROG1.XRK84,DEVICE1.FBU_LD.PROG1.ZSTSPY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):59:(1,161),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSTSPY,,(0:0),178,0,0,"
DEVICE1.FBU_LD.PROG1.XRK84,DEVICE1.FBU_LD.PROG1.ZSTSRS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):64:(1,173),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSTSRS,,(0:0),192,0,0,"
DEVICE1.FBU_LD.PROG1.XRK55,DEVICE1.FBU_LD.PROG1.ZBLSTT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):50:(1,140),READING FROM,,DEVICE1.FBU_LD.PROG1.ZBLSTT,,(0:0),157,0,0,"
DEVICE1.FBU_LD.PROG1.SSY2,DEVICE1.FBU_LD.PROG1.ZTSY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):53:(1,147),READING FROM,,DEVICE1.FBU_LD.PROG1.ZTSY2,,(0:0),164,0,0,"
DEVICE1.FBU_LD.PROG1.SSY2,DEVICE1.FBU_LD.PROG1.ZSTSY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):54:(1,149),READING FROM,,DEVICE1.FBU_LD.PROG1.ZSTSY2,,(0:0),166,0,0,"
DEVICE1.FBU_LD.PROG1.XKO24,DEVICE1.FBU_LD.PROG1.FKO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):65:(1,176),READING FROM,,DEVICE1.FBU_LD.PROG1.FKO,,(0:0),195,0,0,"
DEVICE1.FBU_LD.PROG1.HVM5,DEVICE1.FBU_LD.PROG1.ZRKO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):68:(1,185),READING FROM,,DEVICE1.FBU_LD.PROG1.ZRKO,,(0:0),207,0,0,"
DEVICE1.FBU_LD.PROG1.HVM5,DEVICE1.FBU_LD.PROG1.YVPRD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):557:(1,1293),READING FROM,,DEVICE1.FBU_LD.PROG1.YVPRD,,(0:0),1455,0,0,"
DEVICE1.FBU_LD.PROG1.XBLKO,DEVICE1.FBU_LD.PROG1.ZRKO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):69:(1,188),READING FROM,,DEVICE1.FBU_LD.PROG1.ZRKO,,(0:0),211,0,0,"
DEVICE1.FBU_LD.PROG1.XBLKO,DEVICE1.FBU_LD.PROG1.ZMTKSEP,,,"<LD>,(DEVICE1,FBU_LD,PROG1):84:(1,237),READING FROM,,DEVICE1.FBU_LD.PROG1.ZMTKSEP,,(0:0),296,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNAH,DEVICE1.FBU_LD.PROG1.YVNAH,,,"<LD>,(DEVICE1,FBU_LD,PROG1):734:(1,1677),READING FROM,,DEVICE1.FBU_LD.PROG1.YVNAH,,(0:0),1874,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNAH,DEVICE1.FBU_LD.PROG1.YNK7A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):794:(2,1803),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK7A,,(0:0),2030,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNAH,DEVICE1.FBU_LD.PROG1.YNK7B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):797:(3,1809),READING FROM,,DEVICE1.FBU_LD.PROG1.YNK7B,,(0:0),2038,0,0,"
DEVICE1.FBU_LD.PROG1.ZVNAH,DEVICE1.FBU_LD.PROG1.YVNAHTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):843:(1,1901),READING FROM,,DEVICE1.FBU_LD.PROG1.YVNAHTM,,(0:0),2150,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY10,DEVICE1.FBU_LD.PROG1.ZTREVBY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):103:(1,282),READING FROM,,DEVICE1.FBU_LD.PROG1.ZTREVBY,,(0:0),345,0,0,"
DEVICE1.FBU_LD.PROG1.ZTTREV,DEVICE1.FBU_LD.PROG1.YTTREVTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):827:(1,1869),READING FROM,,DEVICE1.FBU_LD.PROG1.YTTREVTM,,(0:0),2110,0,0,"
DEVICE1.FBU_LD.PROG1.ZONBY,DEVICE1.FBU_LD.PROG1.YONBYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):829:(1,1873),READING FROM,,DEVICE1.FBU_LD.PROG1.YONBYTM,,(0:0),2115,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY09,DEVICE1.FBU_LD.PROG1.ZON,,,"<LD>,(DEVICE1,FBU_LD,PROG1):120:(1,324),READING FROM,,DEVICE1.FBU_LD.PROG1.ZON,,(0:0),395,0,0,"
DEVICE1.FBU_LD.PROG1.X1KY08,DEVICE1.FBU_LD.PROG1.ZBLRRY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):125:(1,335),READING FROM,,DEVICE1.FBU_LD.PROG1.ZBLRRY,,(0:0),409,0,0,"
DEVICE1.FBU_LD.PROG1.ZVWR,DEVICE1.FBU_LD.PROG1.YOBW,,,"<LD>,(DEVICE1,FBU_LD,PROG1):848:(1,1912),READING FROM,,DEVICE1.FBU_LD.PROG1.YOBW,,(0:0),2163,0,0,"
DEVICE1.FBU_LD.PROG1.ZVWR,DEVICE1.FBU_LD.PROG1.YOBW,,,"<LD>,(DEVICE1,FBU_LD,PROG1):867:(1,1966),READING FROM,,DEVICE1.FBU_LD.PROG1.YOBW,,(0:0),2218,0,0,"
DEVICE1.FBU_LD.PROG1.ZVWR,DEVICE1.FBU_LD.PROG1.YMPP1_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):873:(2,1981),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP1_1,,(0:0),2235,0,0,"
DEVICE1.FBU_LD.PROG1.ZVWR,DEVICE1.FBU_LD.PROG1.YMPP1_2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):875:(2,1985),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP1_2,,(0:0),2241,0,0,"
DEVICE1.FBU_LD.PROG1.ZVWR,DEVICE1.FBU_LD.PROG1.YMPP2_1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):877:(2,1989),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPP2_1,,(0:0),2247,0,0,"
